1.473000000000000000e+03,6.422457164858973444e-01,6.747154813201440282e-01,6.826584249799826365e-01,6.930586644503483607e-01,7.064994441045078233e-01,7.237442671686609152e-01
1.473000000000000000e+03,6.423110569131753600e-01,6.751869923183989597e-01,6.831698247464064178e-01,6.936448224410649566e-01,7.071906686389093366e-01,7.245930982522164054e-01
1.473000000000000000e+03,6.423782914365419039e-01,6.756712616590884180e-01,6.836918094268626955e-01,6.942365878043801342e-01,7.078908262153054132e-01,7.254518340235295293e-01
1.473000000000000000e+03,6.424474745499227923e-01,6.761669281680868782e-01,6.842260831748643302e-01,6.948399258611435148e-01,7.086094474373585417e-01,7.263253778391862703e-01
1.473000000000000000e+03,6.425186622909088152e-01,6.766784923842250610e-01,6.847741525163580922e-01,6.954528044718910618e-01,7.093281744275271583e-01,7.272017976831754993e-01
1.473000000000000000e+03,6.425919122830737740e-01,6.772041717433509023e-01,6.853356431897098533e-01,6.960828998285090163e-01,7.100702153295305186e-01,7.280981985118911703e-01
1.473000000000000000e+03,6.426672837793686588e-01,6.777444470618606553e-01,6.859100007643342822e-01,6.967240455074673600e-01,7.108268398152363110e-01,7.289888996287640088e-01
1.473000000000000000e+03,6.427448377066175000e-01,6.782997505365150337e-01,6.864977549272367474e-01,6.973762283010457308e-01,7.115894551172660121e-01,7.299132170263096242e-01
1.473000000000000000e+03,6.428246367111346560e-01,6.788705424867254035e-01,6.870996559558745220e-01,6.980408070896932937e-01,7.123580615212032896e-01,7.308497854490804135e-01
1.473000000000000000e+03,6.429067452054894050e-01,6.794341594561714714e-01,6.877017864573702344e-01,6.987083970299872160e-01,7.131317690067091597e-01,7.317878139313110930e-01
1.473000000000000000e+03,6.429912294164386033e-01,6.800631381069195402e-01,6.883506173100649717e-01,6.994117377122633927e-01,7.139366039216411552e-01,7.327540246624038023e-01
1.473000000000000000e+03,6.430781574340513895e-01,6.806858768504316926e-01,6.890001456881956754e-01,7.001176978414385133e-01,7.147426961105038945e-01,7.337245005585014690e-01
1.473000000000000000e+03,6.431675992620495830e-01,6.813279850751740030e-01,6.896686204743120996e-01,7.008422130671821959e-01,7.155684539193256644e-01,7.347064709685123818e-01
1.473000000000000000e+03,6.432596268693865360e-01,6.819892147765594936e-01,6.903551800157108342e-01,7.015830305398325084e-01,7.164095133833827678e-01,7.357031719187209218e-01
1.473000000000000000e+03,6.433543142430871997e-01,6.826691674377108887e-01,6.910595876868909082e-01,7.023400538332708054e-01,7.172651874456117405e-01,7.367158183016228046e-01
1.473000000000000000e+03,6.434517374423748270e-01,6.833667464575220452e-01,6.917802424935780570e-01,7.031117150682614225e-01,7.181339229361675125e-01,7.377436907391214937e-01
1.473000000000000000e+03,6.435519746541041863e-01,6.840875733878605258e-01,6.925243551285987786e-01,7.039050451241950501e-01,7.190220113040400873e-01,7.387857264021503445e-01
1.473000000000000000e+03,6.436551062495278197e-01,6.848313575796272090e-01,6.932911268763226609e-01,7.047197116298533626e-01,7.199311713814248170e-01,7.398460114119700393e-01
1.473000000000000000e+03,6.437612148424165515e-01,6.855967186043507855e-01,6.940777383675711398e-01,7.055512105865117123e-01,7.208530849222055670e-01,7.409221101066002513e-01
1.473000000000000000e+03,6.438703853485572282e-01,6.863846569848077728e-01,6.948859333034520525e-01,7.064021341393125208e-01,7.217920802076510656e-01,7.420151681339474115e-01
1.473000000000000000e+03,6.439827050466510050e-01,6.871949199124897101e-01,6.957162525678471932e-01,7.072738023178767319e-01,7.227502296965478967e-01,7.431255897461128690e-01
1.473000000000000000e+03,6.440982636406342721e-01,6.880278014380609708e-01,6.965693073063716767e-01,7.081671268214480008e-01,7.237284543840234452e-01,7.442539060935106088e-01
1.473000000000000000e+03,6.442171533234438696e-01,6.888846953636612591e-01,6.974448913723286791e-01,7.090827482962085426e-01,7.247279667226629307e-01,7.454003834161841979e-01
1.473000000000000000e+03,6.443394688422497962e-01,6.897611482087093737e-01,6.983447450443859283e-01,7.100197576689390999e-01,7.257452711176041182e-01,7.465663688118502339e-01
1.473000000000000000e+03,6.444653075651745056e-01,6.906631138542311810e-01,6.992692170236441962e-01,7.109809302399546782e-01,7.267860489727450135e-01,7.477512899015096304e-01
1.473000000000000000e+03,6.445947695495222174e-01,6.915951829292966702e-01,7.002225744762180515e-01,7.119694590594829453e-01,7.278509295227276743e-01,7.489588137579382687e-01
1.473000000000000000e+03,6.447279576115357846e-01,6.925553348857957925e-01,7.012041477847243964e-01,7.129841851488014637e-01,7.289400774337967404e-01,7.501878391562393222e-01
1.473000000000000000e+03,6.448649773977035426e-01,6.935413641322760725e-01,7.022121717676658159e-01,7.140248188553967035e-01,7.300522436334063725e-01,7.514384921872693246e-01
1.473000000000000000e+03,6.450059374576330162e-01,6.945527508570100705e-01,7.032466713956466720e-01,7.150911603934477778e-01,7.311879600828419257e-01,7.527112650864125065e-01
1.473000000000000000e+03,6.451509493185102473e-01,6.955887860768045217e-01,7.043065123412811657e-01,7.161823998451635198e-01,7.323469202555825674e-01,7.540063017752665075e-01
1.473000000000000000e+03,6.453001275611631726e-01,6.966475715527145063e-01,7.053932820693141759e-01,7.173016619056541421e-01,7.335325992524759364e-01,7.553248014519693410e-01
1.473000000000000000e+03,6.454535898977432629e-01,6.977308795715150280e-01,7.065060358107427829e-01,7.184472929407151875e-01,7.347425026350622446e-01,7.566667801071191857e-01
1.473000000000000000e+03,6.456114572510437410e-01,6.988770789848829379e-01,7.076732673272653207e-01,7.196382432581304167e-01,7.359907371264539089e-01,7.580417058802252361e-01
1.473000000000000000e+03,6.457738538354649283e-01,7.000316823920864628e-01,7.088547835563897559e-01,7.208493310728271153e-01,7.372611218568128066e-01,7.594378115560520559e-01
1.473000000000000000e+03,6.459409072396434803e-01,7.012169254318425526e-01,7.100592327108701252e-01,7.220863808538865447e-01,7.385574822151853569e-01,7.608584878780955130e-01
1.473000000000000000e+03,6.461127485107545088e-01,7.024234216364205752e-01,7.112966098571398277e-01,7.233570483054616584e-01,7.398865261945799521e-01,7.623076322178737874e-01
1.473000000000000000e+03,6.462895122404974657e-01,7.036760176190819394e-01,7.125936817139958412e-01,7.246772205277376422e-01,7.412547476689932413e-01,7.637929154414087041e-01
1.473000000000000000e+03,6.464713366527758964e-01,7.049647376492496065e-01,7.138864821016814854e-01,7.260073130687361154e-01,7.426410538379559778e-01,7.652969682919069649e-01
1.473000000000000000e+03,6.466583636930746115e-01,7.062717318766297270e-01,7.152256552635507525e-01,7.273796262150034053e-01,7.440666265285447167e-01,7.668354888894078902e-01
1.473000000000000000e+03,6.468507391195440492e-01,7.075985392787046413e-01,7.166143918963892023e-01,7.287983142200760156e-01,7.455338867212361054e-01,7.684100610427785361e-01
1.473000000000000000e+03,6.470486125957902734e-01,7.089699794874431138e-01,7.180250960618406175e-01,7.302434086537291646e-01,7.470284355107780216e-01,7.700124269773127583e-01
1.473000000000000000e+03,6.472521377853753810e-01,7.103633451412496580e-01,7.194850499488554263e-01,7.317349597782594195e-01,7.485652302216363463e-01,7.716522626298401022e-01
1.473000000000000000e+03,6.474614724480248773e-01,7.118030928693663828e-01,7.209777365561971241e-01,7.332613110582253402e-01,7.501363260812290434e-01,7.733249250452927104e-01
1.473000000000000000e+03,6.476767785375395770e-01,7.132809959047875514e-01,7.224987735398868960e-01,7.348191711166605078e-01,7.517412940011755085e-01,7.750297040307160268e-01
1.473000000000000000e+03,6.478982223014057018e-01,7.147992705593761986e-01,7.240312347920914160e-01,7.363759178529171168e-01,7.533565827715678065e-01,7.767513733147238808e-01
1.473000000000000000e+03,6.481259743820940722e-01,7.163472271845748862e-01,7.256268652836650457e-01,7.380348748227697486e-01,7.550533389480722501e-01,7.785389579129896598e-01
1.473000000000000000e+03,6.483602099200370672e-01,7.179319047343668547e-01,7.272590582125479930e-01,7.397102884687520863e-01,7.567734309775434598e-01,7.803532018989676189e-01
1.473000000000000000e+03,6.486011086582689211e-01,7.195443519121592635e-01,7.289452372564153571e-01,7.414344161149503121e-01,7.585412663292363522e-01,7.822103008356122711e-01
1.473000000000000000e+03,6.488488550487107043e-01,7.211978673842650567e-01,7.306520696829831296e-01,7.431882956886523006e-01,7.603423788378499415e-01,7.841010051057172303e-01
1.473000000000000000e+03,6.491036383600788939e-01,7.228719775657549418e-01,7.324213912981755170e-01,7.449986131961368052e-01,7.621959486464804368e-01,7.860390321906730593e-01
1.473000000000000000e+03,6.493656527873929996e-01,7.245903194678829928e-01,7.342181581181594918e-01,7.468403296672567748e-01,7.640842142444728147e-01,7.880126775064859590e-01
1.473000000000000000e+03,6.496350975630537095e-01,7.263497048994220773e-01,7.360634193358603916e-01,7.487037553351446606e-01,7.660011966121377247e-01,7.900180600377869622e-01
1.473000000000000000e+03,6.499121770694565869e-01,7.281501749875062268e-01,7.379293898202590185e-01,7.506370505948920524e-01,7.679802537594140333e-01,7.920786089797750007e-01
1.473000000000000000e+03,6.501971009531090084e-01,7.299892678002406488e-01,7.398307656399256693e-01,7.526253614380409296e-01,7.699966702878121572e-01,7.941764874866665824e-01
1.473000000000000000e+03,6.504900842402032701e-01,7.318687134234193037e-01,7.417791945411790211e-01,7.546259338779710557e-01,7.720708600077323958e-01,7.963284322493486833e-01
1.473000000000000000e+03,6.507913474536043408e-01,7.337894309925540037e-01,7.437666784755117000e-01,7.566801744365082572e-01,7.741786096987589572e-01,7.985165578994842805e-01
1.473000000000000000e+03,6.511011167312004133e-01,7.357525921350874798e-01,7.457964285300732188e-01,7.587815791615062366e-01,7.763345931354084239e-01,8.007520497979188079e-01
1.473000000000000000e+03,6.514196239455578574e-01,7.377523542294586179e-01,7.479021072159504069e-01,7.609496601184200237e-01,7.785523224036638990e-01,8.030445645393778920e-01
1.473000000000000000e+03,6.517471068248241739e-01,7.397924001465157051e-01,7.500426776173128030e-01,7.631380881313055697e-01,7.808016602142199281e-01,8.053723963790098139e-01
1.473000000000000000e+03,6.520838090748071192e-01,7.418730906175809992e-01,7.522201512263078094e-01,7.653858417310805962e-01,7.831059879749862063e-01,8.077536518718492209e-01
1.473000000000000000e+03,6.524299805021617216e-01,7.439951658399466261e-01,7.544346424862861111e-01,7.676823124126537223e-01,7.854614970364943716e-01,8.101861609054212821e-01
1.473000000000000000e+03,6.527858771386048087e-01,7.461594506412078109e-01,7.566955838314795013e-01,7.700214241082167232e-01,7.878624730359271577e-01,8.126647668355174714e-01
1.473000000000000000e+03,6.531517613660727806e-01,7.483667683048854657e-01,7.590051871002294614e-01,7.723981119913677640e-01,7.903105937234379264e-01,8.151919567707375247e-01
1.473000000000000000e+03,6.535279020427321450e-01,7.506178718910230252e-01,7.613523923099903001e-01,7.748327991280227200e-01,7.928158217977612221e-01,8.177740758126970100e-01
1.473000000000000000e+03,6.539145746297444495e-01,7.529134644277565291e-01,7.637446853795634150e-01,7.773167046121715051e-01,7.953708781677708561e-01,8.204077166421952505e-01
1.473000000000000000e+03,6.543120613186825807e-01,7.552540296888264892e-01,7.661831005123067584e-01,7.798623912325265417e-01,7.979859726254148189e-01,8.230997729579087041e-01
1.473000000000000000e+03,6.547206511594851897e-01,7.576398082776020226e-01,7.686783274335164950e-01,7.824430207485056910e-01,8.006342631761519391e-01,8.258323638056386251e-01
1.473000000000000000e+03,6.551406401888314468e-01,7.600710916343631496e-01,7.712225915582763269e-01,7.850857540654164746e-01,8.033629425166427529e-01,8.286360626982431921e-01
1.473000000000000000e+03,6.555723315588104505e-01,7.625486565560432028e-01,7.738157438304583691e-01,7.877750195122049659e-01,8.061316966433311748e-01,8.314862254722747981e-01
1.473000000000000000e+03,6.560160356657489533e-01,7.650724787774503266e-01,7.764579493043375358e-01,7.905129743427475875e-01,8.089524699098092908e-01,8.343900907772048292e-01
1.473000000000000000e+03,6.564720702790591833e-01,7.676427300665502607e-01,7.791509091936524856e-01,7.932997247321391665e-01,8.118162725487029219e-01,8.373419670458804864e-01
1.473000000000000000e+03,6.569407606699531055e-01,7.702597900441061629e-01,7.819040875855882700e-01,7.960978028909011517e-01,8.147298344344644505e-01,8.403455218145776673e-01
1.473000000000000000e+03,6.574224397398680253e-01,7.729241941447647646e-01,7.846874076611159987e-01,7.990191232360502882e-01,8.177328808687743811e-01,8.434304939167404092e-01
1.473000000000000000e+03,6.579174481484350023e-01,7.756342636379273126e-01,7.875078472606324986e-01,8.019833787753877230e-01,8.207809036800020053e-01,8.465640229486403046e-01
1.473000000000000000e+03,6.584261344408164351e-01,7.783968740178472956e-01,7.903948513101353157e-01,8.050147978719937036e-01,8.238796076966545812e-01,8.497493507621982634e-01
1.473000000000000000e+03,6.589488551742295197e-01,7.812058455050437944e-01,7.933294135651243195e-01,8.080569463855150625e-01,8.270503169646816755e-01,8.530064985230970676e-01
1.473000000000000000e+03,6.594859750434614032e-01,7.840647220521353988e-01,7.963195066488445439e-01,8.111671227394887662e-01,8.302651589046595726e-01,8.563105126574056536e-01
1.473000000000000000e+03,6.600378670051781915e-01,7.869738076465716548e-01,7.993633872508772997e-01,8.143321099006293196e-01,8.335355753268477441e-01,8.596712961451860036e-01
1.473000000000000000e+03,6.606049124008153139e-01,7.899335803724439886e-01,8.024608129797524692e-01,8.175500022350115081e-01,8.368602374738701721e-01,8.630881542594870393e-01
1.473000000000000000e+03,6.611875010778323070e-01,7.929445919028867973e-01,8.056110731308899764e-01,8.208232255763591168e-01,8.402357029511443587e-01,8.665567758916923324e-01
1.473000000000000000e+03,6.617860315091050882e-01,7.960069612607498790e-01,8.088163879972892767e-01,8.241442000255658762e-01,8.436789687540633409e-01,8.700918816432851033e-01
1.473000000000000000e+03,6.624009109102183546e-01,7.991214035695503037e-01,8.120777908036924675e-01,8.275328302617975806e-01,8.471810498978125104e-01,8.736856226616267485e-01
1.473000000000000000e+03,6.630325553544148542e-01,8.022881701353096195e-01,8.153908849975327611e-01,8.310080531800002612e-01,8.506936775578111121e-01,8.772915223182851108e-01
1.473000000000000000e+03,6.636813898849484028e-01,8.055079686403341377e-01,8.187575950360921340e-01,8.345099674992713101e-01,8.543631608443652548e-01,8.810503281473873738e-01
1.473000000000000000e+03,6.643478486245784076e-01,8.087808649070675759e-01,8.221780816306030193e-01,8.380691584676538408e-01,8.580336332652576115e-01,8.848160531237986293e-01
1.473000000000000000e+03,6.650323748819380043e-01,8.121070104617499341e-01,8.256528595235644863e-01,8.416828696568591228e-01,8.617566769556103123e-01,8.886373323049554518e-01
1.473000000000000000e+03,6.657354212544968064e-01,8.154866682157005942e-01,8.291824287655316095e-01,8.453519124948328800e-01,8.655307922747801364e-01,8.925138067440558931e-01
1.473000000000000000e+03,6.664574497278356047e-01,8.189201342394297756e-01,8.327671482077572129e-01,8.490790779939861865e-01,8.693560307617377303e-01,8.964351521082004615e-01
1.473000000000000000e+03,6.671989317709391409e-01,8.224076935640635133e-01,8.364071735265388163e-01,8.528498795215404549e-01,8.732268011855771617e-01,9.004320422547061886e-01
1.473000000000000000e+03,6.679603484272101932e-01,8.259495842823816325e-01,8.401023949246624323e-01,8.566720683760848942e-01,8.771500967000530613e-01,9.044753441722188647e-01
1.473000000000000000e+03,6.687421904008986617e-01,8.295459628155081866e-01,8.438523622649900524e-01,8.605502248635295004e-01,8.811236157106627775e-01,9.085725916576214978e-01
1.473000000000000000e+03,6.695449581386366811e-01,8.331968653795195356e-01,8.476561896618017844e-01,8.644817498935259970e-01,8.851372709559046648e-01,9.127134930769351673e-01
1.473000000000000000e+03,6.703691619057623452e-01,8.369021616049191481e-01,8.515124330931177488e-01,8.684580256737873816e-01,8.891840369831266466e-01,9.168888065848427305e-01
1.473000000000000000e+03,6.712153218571142999e-01,8.406614965482658297e-01,8.554191814481367784e-01,8.724757630521704499e-01,8.932632720860312903e-01,9.210916963092053988e-01
