# T, Yield, 15 min, 30 min, 60 min, 120 min, 240 min
1.134538461538461434e+03,7.946491784272274872e-01,8.569853011509360741e-01,8.785698538659947321e-01,9.039364841559799357e-01,9.265914140850294300e-01,9.478094914557175787e-01
1.149923076923076906e+03,7.963730401467575826e-01,8.673874686609639451e-01,8.902160787295643196e-01,9.139919925205136630e-01,9.344019284198703534e-01,9.561174774235766671e-01
1.165307692307692378e+03,7.981368956668849490e-01,8.779844242630219231e-01,9.006983655185726301e-01,9.224580769340104958e-01,9.425688662456561673e-01,9.641198643921475853e-01
1.180692307692307622e+03,7.999421888820542614e-01,8.884650398891329459e-01,9.098714031089886189e-01,9.299707807859203257e-01,9.502941044111116176e-01,9.716592987154232253e-01
1.196076923076923094e+03,8.017904355673585171e-01,8.983049397586705398e-01,9.183305265806828155e-01,9.376345625320924304e-01,9.578506624539996350e-01,9.785434671932932149e-01
1.211461538461538566e+03,8.036832279909124077e-01,9.070341609111981507e-01,9.260719763040680119e-01,9.450767329333913391e-01,9.652339797459121851e-01,9.846709859481508342e-01
1.226846153846153811e+03,8.056222398915185989e-01,9.150865378522874405e-01,9.333590793971653365e-01,9.522610745907933438e-01,9.721395714782902209e-01,9.898034215010100834e-01
1.242230769230769283e+03,8.076092318562648753e-01,9.228270683150620046e-01,9.406737381711173240e-01,9.594166985082145382e-01,9.785035510232162892e-01,9.925620565314947630e-01
1.257615384615384755e+03,8.096460571365406977e-01,9.300658524416381967e-01,9.477856177751616817e-01,9.663527740199752136e-01,9.845154478098989692e-01,9.958744733623962064e-01
1.273000000000000000e+03,8.117346679453022462e-01,9.371448735544681830e-01,9.546719646444590257e-01,9.728043556361544164e-01,9.890394085627692844e-01,9.978838318279114050e-01
1.288384615384615472e+03,8.138771222833127705e-01,9.442501277131348791e-01,9.614775969276426748e-01,9.786762193919851249e-01,9.918170632749243598e-01,9.984467351400080348e-01
1.303769230769230717e+03,8.160755913476351875e-01,9.511978823912711212e-01,9.680357510970012402e-01,9.841253170359870461e-01,9.952772365534343635e-01,9.994752247628482245e-01
1.319153846153846189e+03,8.183323675819446086e-01,9.578716622196344899e-01,9.740785920047873025e-01,9.887052414630291830e-01,9.975946187190593006e-01,1.000042472854945963e+00
1.334538461538461434e+03,8.206498734353749880e-01,9.642313070231629535e-01,9.794529510393326088e-01,9.917997020024827970e-01,9.978436151813124821e-01,1.000354114700041652e+00
1.349923076923076906e+03,8.230306709047493507e-01,9.703207251769554453e-01,9.842114992537036589e-01,9.940342046927339581e-01,9.991283502965588870e-01,1.000614384843736548e+00
1.365307692307692378e+03,8.254774719443241926e-01,9.759391149434901713e-01,9.885380757851828237e-01,9.969017985042303298e-01,9.999938570459698806e-01,1.000890472782030027e+00
1.380692307692307622e+03,8.279931498377814947e-01,9.808238380640008636e-01,9.917234992923291692e-01,9.979897386283280714e-01,1.000164310516345134e+00,1.001207620582906133e+00
1.396076923076923094e+03,8.305807516393571843e-01,9.850075635427038012e-01,9.938076816226621979e-01,9.983930052018705759e-01,1.000360686585941350e+00,1.001580331280283565e+00
1.411461538461538566e+03,8.332435118049366096e-01,9.888293372153835747e-01,9.962968015709257052e-01,9.995761861713929886e-01,1.000596925072010146e+00,1.002019833079224043e+00
1.426846153846153811e+03,8.359848671500029749e-01,9.918683955681123487e-01,9.978686882037061112e-01,9.999975749768554856e-01,1.000883026636531836e+00,1.002539843841507849e+00
1.442230769230769283e+03,8.388084732898368756e-01,9.939040731724719802e-01,9.980105722345680164e-01,1.000153335839282231e+00,1.001231335864227079e+00,1.003156651202767868e+00
1.457615384615384755e+03,8.417182227387667304e-01,9.957660411649057464e-01,9.990083184130753580e-01,1.000382561428023953e+00,1.001656543567192470e+00,1.003888930741537067e+00
1.473000000000000000e+03,8.447182648700926055e-01,9.975373531764627488e-01,9.997744759309021845e-01,1.000669489929444600e+00,1.002175738221274814e+00,1.004757474734614853e+00
